"ds","y"
2020-01-09 09:28:21,2.59
2020-01-09 09:14:41,2.8
2020-01-09 08:39:50,2.79
2020-01-09 08:32:05,2.81
2020-01-09 07:54:47,3.5
2020-01-09 07:43:58,2.03
2020-01-09 07:33:17,2.66
2020-01-09 07:24:41,4.42
2020-01-09 07:20:35,2.96
2020-01-09 06:41:27,2.51
2020-01-09 06:18:56,3.3
2020-01-09 06:11:55,2.33
2020-01-09 06:03:08,1.91
2020-01-09 05:41:35,2.29
2020-01-09 05:24:00,3.1
2020-01-09 04:39:24,3.57
2020-01-09 04:20:44,2.5
2020-01-09 04:03:12,2.52
2020-01-09 03:29:04,2.32
2020-01-09 03:25:13,2.46
2020-01-09 03:20:50,2.26
2020-01-09 03:11:29,2.5
2020-01-09 03:06:52,1.92
2020-01-09 02:58:56,2.3
2020-01-09 02:54:34,2.49
2020-01-09 02:31:29,2.75
2020-01-09 02:28:41,2.32
2020-01-09 02:11:08,1.94
2020-01-09 01:59:56,1.85
2020-01-09 01:55:26,2.94
2020-01-09 01:52:34,3.3
2020-01-09 01:50:26,3.5
2020-01-09 01:46:12,2.43
2020-01-09 01:42:18,3.72
2020-01-09 01:27:19,2.73
2020-01-09 01:14:34,2.32
2020-01-09 01:07:54,2.59
2020-01-09 01:03:13,4.17
2020-01-09 00:56:42,2.1
2020-01-09 00:47:44,2.39
2020-01-09 00:36:39,2.27
2020-01-09 00:28:38,2.41
2020-01-09 00:25:51,1.71
2020-01-09 00:10:04,2.07
2020-01-08 23:56:33,2.08
2020-01-08 23:50:55,2.29
2020-01-08 23:35:07,2.36
2020-01-08 23:31:03,3.17
2020-01-08 23:22:46,3.6
2020-01-08 23:21:37,2.97
2020-01-08 23:03:44,2.33
2020-01-08 22:47:57,2.33
2020-01-08 22:43:10,2.84
2020-01-08 22:10:27,2.43
2020-01-08 22:05:48,3.17
2020-01-08 22:04:13,2.13
2020-01-08 21:56:48,2.16
2020-01-08 21:51:26,1.99
2020-01-08 21:41:54,2.25
2020-01-08 21:34:04,2.65
2020-01-08 20:56:50,2.35
2020-01-08 20:46:03,2.7
2020-01-08 20:38:59,2.45
2020-01-08 20:35:08,1.9
2020-01-08 20:16:00,2.41
2020-01-08 20:07:24,2.12
2020-01-08 19:54:27,4.03
2020-01-08 19:24:35,2.17
2020-01-08 19:17:10,2.44
2020-01-08 18:57:10,2.34
2020-01-08 18:40:13,2.25
2020-01-08 18:16:50,2.4
2020-01-08 18:11:39,3.1
2020-01-08 18:05:30,3.7
2020-01-08 18:01:47,3.26
2020-01-08 17:55:52,2.57
2020-01-08 17:48:55,2.12
2020-01-08 17:34:01,1.89
2020-01-08 17:21:48,3.4
2020-01-08 17:21:08,2.37
2020-01-08 17:17:44,2.78
2020-01-08 17:07:41,2.83
2020-01-08 16:48:33,2.37
2020-01-08 16:36:28,3.33
2020-01-08 16:04:18,4.7
2020-01-08 15:54:28,2.71
2020-01-08 15:41:12,2.9
2020-01-08 15:08:55,2.49
2020-01-08 15:01:36,2.32
2020-01-08 14:51:14,2.06
2020-01-08 14:47:12,3.07
2020-01-08 14:44:14,4.06
2020-01-08 14:24:03,2.42
2020-01-08 14:06:49,2.21
2020-01-08 13:47:47,2.76
2020-01-08 13:20:39,2.07
2020-01-08 13:02:50,2.12
2020-01-08 12:50:42,1.88
2020-01-08 12:46:57,2.52
2020-01-08 12:41:03,2.75
2020-01-08 12:29:42,2.45
2020-01-08 12:27:47,2.2
2020-01-08 12:10:47,2.14
2020-01-08 11:45:42,4.2
2020-01-08 11:22:33,1.6
2020-01-08 11:07:27,2.9
2020-01-08 11:03:42,2.19
2020-01-08 10:47:26,2.26
2020-01-08 10:47:26,2.29
2020-01-08 10:19:03,2.45
2020-01-08 10:11:53,1.77
2020-01-08 09:39:50,2.28
2020-01-08 09:13:16,2.4
2020-01-08 08:41:22,4.2
2020-01-08 08:14:40,2.58
2020-01-08 07:49:10,3.5
2020-01-08 07:44:17,3.6
2020-01-08 07:36:15,3.6
2020-01-08 07:29:55,2.64
2020-01-08 06:59:47,2.48
2020-01-08 06:56:05,2.4
2020-01-08 06:33:08,3.4
2020-01-08 06:11:34,2.12
2020-01-08 06:07:37,3.8
2020-01-08 05:58:17,2.27
2020-01-08 05:53:45,2.42
2020-01-08 05:34:59,2.85
2020-01-08 05:31:47,2.44
2020-01-08 05:24:10,2.86
2020-01-08 05:19:57,4.1
2020-01-08 05:08:15,2
2020-01-08 04:59:51,2.02
2020-01-08 04:47:29,2.25
2020-01-08 04:42:00,1
2020-01-08 04:36:25,1.91
2020-01-08 04:25:29,2.08
2020-01-08 04:04:45,3.08
2020-01-08 03:49:09,2.24
2020-01-08 03:37:49,1.66
2020-01-08 03:33:25,2.79
2020-01-08 03:27:43,2.68
2020-01-08 03:18:26,2.56
2020-01-08 03:00:27,2.52
2020-01-08 02:57:54,2.53
2020-01-08 02:51:44,3.7
2020-01-08 02:44:18,2.62
2020-01-08 02:39:43,1.6
2020-01-08 02:27:03,2.68
2020-01-08 02:23:29,2.71
2020-01-08 02:07:10,2.41
2020-01-08 02:03:22,2.88
2020-01-08 01:51:15,2.68
2020-01-08 01:27:43,2.38
2020-01-08 01:22:25,2.12
2020-01-08 01:04:46,2.7
2020-01-08 00:51:29,3.2
2020-01-08 00:35:07,2.5
2020-01-08 00:03:13,2.6
2020-01-07 23:57:10,1.53
2020-01-07 23:52:48,4.12
2020-01-07 23:38:59,2.36
2020-01-07 23:13:17,2.8
2020-01-07 23:06:36,2.4
2020-01-07 22:46:10,2.23
2020-01-07 22:38:25,2.35
2020-01-07 22:17:00,3.2
2020-01-07 22:16:16,2.51
2020-01-07 22:00:36,2.74
2020-01-07 21:51:00,2.57
2020-01-07 21:39:45,3.06
2020-01-07 21:24:36,2.9
2020-01-07 21:20:09,3.2
2020-01-07 21:15:38,2.84
2020-01-07 20:59:49,4.2
2020-01-07 20:57:52,2.26
2020-01-07 20:48:11,2.81
2020-01-07 20:29:18,2.42
2020-01-07 20:25:21,2.2
2020-01-07 20:21:27,2.44
2020-01-07 20:05:00,2.4
2020-01-07 19:59:43,2.73
2020-01-07 19:47:57,2.42
2020-01-07 19:42:02,2.32
2020-01-07 19:38:25,2
2020-01-07 19:25:12,2.64
2020-01-07 19:20:01,3.3
2020-01-07 19:10:17,2.4
2020-01-07 19:08:26,1.76
2020-01-07 19:04:43,2.27
2020-01-07 18:54:22,2.3
2020-01-07 18:49:31,2.5
2020-01-07 18:16:04,3.12
2020-01-07 18:14:13,2.7
2020-01-07 17:47:44,2.27
2020-01-07 17:43:09,2.78
2020-01-07 17:35:40,2.94
2020-01-07 17:30:58,2.4
2020-01-07 17:01:48,2.45
2020-01-07 16:39:33,2.94
2020-01-07 16:32:59,4
2020-01-07 16:29:21,2.82
2020-01-07 16:12:02,2.74
2020-01-07 16:07:08,2.9
2020-01-07 15:58:56,3.5
2020-01-07 15:50:24,2.74
2020-01-07 15:32:59,2.55
2020-01-07 15:21:14,2.91
2020-01-07 15:17:22,2.38
2020-01-07 15:09:00,2.96
2020-01-07 14:43:46,4.3
2020-01-07 14:36:10,2.6
2020-01-07 14:20:29,2.54
2020-01-07 14:16:01,2.98
2020-01-07 14:10:55,4.2
2020-01-07 13:59:37,3.07
2020-01-07 13:46:09,3.46
2020-01-07 13:42:01,3.7
2020-01-07 13:31:21,3.5
2020-01-07 13:27:55,2.61
2020-01-07 12:50:54,3.6
2020-01-07 12:37:19,2.24
2020-01-07 12:27:07,4.6
2020-01-07 12:15:24,2.66
2020-01-07 12:04:30,3.8
2020-01-07 12:00:58,2.83
2020-01-07 11:55:11,4.2
2020-01-07 11:43:01,2.28
2020-01-07 11:34:15,2.26
2020-01-07 11:26:58,2.68
2020-01-07 11:23:44,2.61
2020-01-07 11:12:07,2.02
2020-01-07 10:54:57,2.86
2020-01-07 10:39:35,4.12
2020-01-07 10:23:38,4.4
2020-01-07 10:04:44,4.2
2020-01-07 09:26:02,2.91
2020-01-07 09:22:07,3.47
2020-01-07 09:16:33,1.55
2020-01-07 09:08:16,3.6
2020-01-07 09:00:22,4.5
2020-01-07 08:57:18,3.8
2020-01-07 08:54:42,4.7
2020-01-07 08:21:02,4.1
2020-01-07 08:10:44,4.4
2020-01-07 08:08:10,3.7
2020-01-07 08:01:29,2.09
2020-01-07 07:42:02,2.44
2020-01-07 07:28:19,4.4
2020-01-07 07:18:43,5.6
2020-01-07 07:14:50,4.5
2020-01-07 07:02:37,3.8
2020-01-07 06:28:10,4.1
2020-01-07 06:24:51,3.35
2020-01-07 06:13:55,4.3
2020-01-07 05:41:31,4.1
2020-01-07 05:35:37,4
2020-01-07 05:32:48,2
2020-01-07 05:27:26,2.2
2020-01-07 05:18:54,3.7
2020-01-07 05:08:57,4.1
2020-01-07 05:02:41,3.7
2020-01-07 05:01:12,3.9
2020-01-07 04:59:52,3.9
2020-01-07 04:50:45,5
2020-01-07 04:34:02,5.6
2020-01-07 04:24:26,6.4
2020-01-07 04:19:03,2.6
2020-01-07 04:01:28,2.89
2020-01-07 02:46:39,2.99
2020-01-07 02:36:20,2.6
2020-01-07 02:05:10,2.29
2020-01-07 01:59:48,2.51
2020-01-07 01:47:16,2.44
2020-01-07 01:21:13,1.73
2020-01-07 01:06:16,2.71
2020-01-07 01:00:06,2.8
2020-01-07 00:48:18,2.91
2020-01-07 00:24:50,2.44
2020-01-07 00:00:25,2.51
2020-01-06 23:36:06,2.62
2020-01-06 23:19:07,2.35
2020-01-06 23:05:07,2.85
2020-01-06 22:26:38,2.64
2020-01-06 21:40:46,2.42
2020-01-06 21:28:58,2.1
2020-01-06 21:24:23,2.42
2020-01-06 20:58:13,2.56
2020-01-06 20:51:03,2.31
2020-01-06 20:26:40,2.51
2020-01-06 19:46:06,2.71
2020-01-06 19:41:07,2.68
2020-01-06 19:19:40,2.21
2020-01-06 19:08:34,2.68
2020-01-06 18:35:51,2.46
2020-01-06 18:20:54,3.13
2020-01-06 18:05:07,2.93
2020-01-06 17:44:05,2.82
2020-01-06 17:37:55,4.4
2020-01-06 17:15:00,2.67
2020-01-06 17:11:36,1.82
2020-01-06 16:46:25,2.2
2020-01-06 16:39:16,2.84
2020-01-06 16:39:15,2.72
2020-01-06 16:23:18,2.8
2020-01-06 15:51:42,2.12
2020-01-06 15:37:10,2.08
2020-01-06 15:27:04,3.08
2020-01-06 15:21:30,2.06
2020-01-06 15:00:19,2.55
2020-01-06 14:36:01,1
2020-01-06 14:26:42,1.87
2020-01-06 14:21:37,2.96
2020-01-06 14:07:44,3.1
2020-01-06 13:54:34,2.57
2020-01-06 13:49:13,2.53
2020-01-06 13:46:53,2.44
2020-01-06 13:15:19,2.98
2020-01-06 12:47:27,2.25
2020-01-06 12:38:27,2.01
2020-01-06 12:34:06,2.31
2020-01-06 12:29:09,3.57
2020-01-06 12:16:15,2.76
2020-01-06 11:49:21,2.85
2020-01-06 11:20:14,3.25
2020-01-06 11:12:54,3.05
2020-01-06 11:08:07,2.37
2020-01-06 10:58:19,4.3
2020-01-06 10:51:17,4.9
2020-01-06 10:45:58,2.44
2020-01-06 10:14:41,2.47
2020-01-06 10:10:41,0.85
2020-01-06 10:10:32,1
2020-01-06 10:10:10,1.94
2020-01-06 10:07:24,3.29
2020-01-06 10:04:50,2.52
2020-01-06 10:00:34,1.8
2020-01-06 09:58:03,2.88
2020-01-06 09:51:35,2.67
2020-01-06 09:38:40,2.57
2020-01-06 09:23:28,1.41
2020-01-06 09:19:15,1.95
2020-01-06 09:11:45,2.19
2020-01-06 09:05:37,2.15
2020-01-06 08:56:39,2.22
2020-01-06 08:44:38,3.15
2020-01-06 08:29:11,1.94
2020-01-06 08:24:02,0.91
2020-01-06 08:12:00,2.25
2020-01-06 08:07:31,3.02
2020-01-06 08:01:56,2.37
2020-01-06 07:55:23,3.06
2020-01-06 07:53:43,2.06
2020-01-06 07:47:34,2.55
2020-01-06 07:39:36,3.05
2020-01-06 07:28:46,2.46
2020-01-06 07:23:05,2.54
2020-01-06 07:15:41,2.56
2020-01-06 07:12:02,2.97
2020-01-06 07:07:52,2.46
2020-01-06 07:06:19,2.29
2020-01-06 07:03:02,2.34
2020-01-06 06:56:44,2.53
2020-01-06 06:52:40,2.18
2020-01-06 06:49:58,2.82
2020-01-06 06:48:24,2.32
2020-01-06 06:40:59,2.46
2020-01-06 06:36:16,3.17
2020-01-06 06:33:36,2.29
2020-01-06 06:32:18,5.8
2020-01-06 05:58:02,2.92
2020-01-06 04:27:52,2.31
2020-01-06 03:43:55,3.03
2020-01-06 03:16:32,2.92
2020-01-06 00:23:51,2.12
2020-01-05 22:59:33,2.9
2020-01-05 19:12:20,2.41
2020-01-05 15:20:10,2.3
2020-01-05 11:46:49,2.45
2020-01-05 03:25:13,2.79
2020-01-05 00:23:22,2.74
2020-01-04 17:42:24,2.53
2020-01-04 12:57:01,2.25
2020-01-04 10:57:29,2.55
2020-01-04 07:17:34,2.28
2020-01-04 05:32:11,1.9
2020-01-04 05:15:39,2.15
2020-01-04 01:40:57,2.7
2020-01-04 01:23:02,2.81
2020-01-04 01:17:42,2.59
2020-01-03 21:07:55,2.4
2020-01-03 20:21:02,2.58
2020-01-03 18:01:39,2.58
2020-01-03 17:26:11,2.55
2020-01-03 16:17:52,2.65
2020-01-03 14:14:37,2.39
2020-01-03 13:46:40,2.45
2020-01-03 12:52:12,3.6
2020-01-03 12:20:12,2.38
2020-01-03 12:03:45,2.61
2020-01-03 10:32:19,2.37
2020-01-03 09:38:42,2.21
2020-01-03 09:24:05,2.44
2020-01-03 06:11:03,2.59
2020-01-03 05:00:26,2.57
2020-01-03 04:19:20,2.99
2020-01-03 04:02:17,2.34
2020-01-03 03:16:48,2.47
2020-01-03 02:09:00,2.56
2020-01-03 00:21:50,3.06
2020-01-03 00:03:45,2.74
2020-01-02 23:41:15,4.7
2020-01-02 22:07:25,3.18
2020-01-02 22:02:53,2.19
2020-01-02 19:48:15,2.65
2020-01-02 18:31:27,3.15
2020-01-02 18:25:41,3
2020-01-02 17:42:59,2.84
2020-01-02 17:37:01,2.63
2020-01-02 17:23:24,2.7
2020-01-02 17:09:05,2.41
2020-01-02 17:00:45,2.55
2020-01-02 16:54:12,2.6
2020-01-02 16:42:02,4.5
2020-01-02 12:49:40,3.6
2020-01-02 11:42:52,2.29
2020-01-02 11:33:40,2.77
2020-01-02 11:18:14,2.35
2020-01-02 08:38:33,2.43
2020-01-02 08:22:30,2.41
2020-01-02 07:57:39,2.47
2020-01-02 07:47:57,2.36
2020-01-02 07:27:18,2.52
2020-01-02 06:23:40,2.22
2020-01-02 06:23:10,1.52
2020-01-02 05:11:45,2.5
2020-01-02 02:30:46,2.49
2020-01-02 01:43:10,2.2
2020-01-01 23:37:55,2.45
2020-01-01 23:03:57,2.25
2020-01-01 20:59:51,2.75
2020-01-01 20:43:19,2.81
2020-01-01 20:16:39,2.25
2020-01-01 20:12:02,3.12
2020-01-01 20:05:37,2.43
2020-01-01 20:03:45,3
2020-01-01 19:44:01,2.57
2020-01-01 19:10:24,1.62
2020-01-01 19:03:45,2.38
2020-01-01 18:23:42,1.97
2020-01-01 18:16:31,2
2020-01-01 18:13:41,1.4
2020-01-01 17:44:12,1.81
2020-01-01 17:42:24,1.56
2020-01-01 17:41:34,1.71
2020-01-01 17:39:40,1.46
2020-01-01 17:38:31,1.86
2020-01-01 17:28:23,1.95
2020-01-01 17:25:29,1.97
2020-01-01 17:09:08,1.49
2020-01-01 16:58:47,1.53
2020-01-01 16:56:51,1.83
2020-01-01 16:56:09,1.72
2020-01-01 16:44:46,1.33
2020-01-01 16:41:49,1.68
2020-01-01 16:37:31,2.03
2020-01-01 16:28:29,2.21
2020-01-01 16:15:51,2.49
2020-01-01 16:12:44,2.25
2020-01-01 16:09:11,1.91
2020-01-01 16:04:55,1.99
2020-01-01 16:04:26,1.41
2020-01-01 16:01:47,1.53
2020-01-01 15:48:25,1.49
2020-01-01 15:39:56,1.49
2020-01-01 15:18:55,1.5
2020-01-01 15:16:45,1.47
2020-01-01 15:14:56,1.89
2020-01-01 15:10:15,1.72
2020-01-01 14:49:07,2.23
2020-01-01 14:48:05,1.7
2020-01-01 14:45:27,2.03
2020-01-01 14:41:37,1.89
2020-01-01 14:36:21,1.7
2020-01-01 14:35:46,1.67
2020-01-01 14:30:32,2.18
2020-01-01 14:12:06,1.79
2020-01-01 13:46:49,1.74
2020-01-01 13:39:28,1.65
2020-01-01 13:32:23,1.48
2020-01-01 13:26:59,0.84
2020-01-01 13:22:39,1.83
2020-01-01 13:19:10,1.47
2020-01-01 13:17:43,2.06
2020-01-01 13:17:00,2.26
2020-01-01 13:07:17,1.66
2020-01-01 13:05:38,1.88
2020-01-01 13:04:06,2.68
2020-01-01 12:58:55,1.85
2020-01-01 12:46:52,1.87
2020-01-01 12:44:41,2.33
2020-01-01 12:42:07,1.69
2020-01-01 12:41:05,1.33
2020-01-01 12:38:36,2.07
2020-01-01 12:36:11,1.28
2020-01-01 12:28:23,2.26
2020-01-01 12:27:23,1.38
2020-01-01 12:26:50,1.81
2020-01-01 12:19:06,1.87
2020-01-01 12:16:02,2.07
2020-01-01 12:11:45,1.77
2020-01-01 12:02:12,1.65
2020-01-01 11:43:07,2.08
2020-01-01 11:40:34,1.44
2020-01-01 11:17:23,1.98
2020-01-01 11:16:17,1.58
2020-01-01 11:13:13,2.48
2020-01-01 10:47:24,2.19
2020-01-01 10:44:04,1.75
2020-01-01 10:41:45,1.54
2020-01-01 10:37:50,1.94
2020-01-01 10:35:23,2.24
2020-01-01 10:32:42,2.16
2020-01-01 10:29:32,1.85
2020-01-01 10:23:21,2.55
2020-01-01 10:21:59,1.84
2020-01-01 10:16:22,1.95
2020-01-01 10:14:51,1.99
2020-01-01 10:13:45,1.61
2020-01-01 10:13:14,1.94
2020-01-01 10:06:02,1.56
2020-01-01 10:01:19,1.77
2020-01-01 09:56:03,2.72
2020-01-01 09:49:09,1.47
2020-01-01 09:38:26,1.57
2020-01-01 09:35:33,1.89
2020-01-01 09:29:37,2.5
2020-01-01 09:29:03,1.61
2020-01-01 09:17:21,1.62
2020-01-01 09:16:21,2.26
2020-01-01 09:05:53,1.85
2020-01-01 08:52:54,2.39
2020-01-01 08:36:00,2.14
2020-01-01 08:07:26,2.85
2020-01-01 08:06:44,1.49
2020-01-01 07:58:48,2.3
2020-01-01 07:47:21,1.82
2020-01-01 07:46:52,1.26
2020-01-01 07:40:09,1.89
2020-01-01 07:35:57,1.29
2020-01-01 07:25:53,2.22
2020-01-01 07:21:39,2.21
2020-01-01 07:07:32,2.84
2020-01-01 06:59:48,3.64
2020-01-01 06:55:32,2.11
2020-01-01 06:54:48,1.65
2020-01-01 06:50:38,2.13
2020-01-01 06:49:48,1.71
2020-01-01 06:46:15,2.89
2020-01-01 06:33:10,2.08
2020-01-01 06:25:01,1.63
2020-01-01 05:59:29,2.45
2020-01-01 05:22:01,1.9
2020-01-01 05:10:24,1.95
2020-01-01 05:05:13,2.81
2020-01-01 04:35:50,2.18
2020-01-01 04:22:42,2.69
2020-01-01 04:20:12,2.07
2020-01-01 04:06:41,2.63
2020-01-01 03:49:37,2.12
2020-01-01 03:42:43,2.8
2020-01-01 03:27:46,1.71
2020-01-01 03:24:10,1.88
2020-01-01 03:22:22,1.67
2020-01-01 03:06:41,1.71
2020-01-01 02:59:27,2.08
2020-01-01 02:54:42,1.95
2020-01-01 02:45:04,2.42
2020-01-01 02:40:34,2.27
2020-01-01 02:37:02,2.38
2020-01-01 02:35:34,1.89
2020-01-01 02:33:06,1.52
2020-01-01 02:31:20,1.74
2020-01-01 02:30:05,1.68
2020-01-01 02:23:31,3.09
2020-01-01 02:15:46,2.68
2020-01-01 02:15:04,1.22
2020-01-01 02:12:36,2.3
2020-01-01 02:11:56,1.74
2020-01-01 02:05:11,1.59
2020-01-01 02:02:45,1.48
2020-01-01 02:00:35,1.97
2020-01-01 01:55:38,1.72
2020-01-01 01:49:15,1.57
2020-01-01 01:23:38,1.65
2020-01-01 00:46:13,2.23
2020-01-01 00:27:01,1.64
2020-01-01 00:17:08,2.01
2020-01-01 00:08:09,2.27
2020-01-01 00:04:28,2.39
2019-12-31 23:56:19,2.04
2019-12-31 23:49:49,1.81
2019-12-31 23:39:16,2.11
2019-12-31 23:34:07,1.59
2019-12-31 23:32:09,2.03
2019-12-31 23:30:22,2
2019-12-31 23:22:27,1.77
2019-12-31 23:19:17,1.51
2019-12-31 23:08:06,1.56
2019-12-31 23:06:45,1.48
2019-12-31 23:02:07,2.14
2019-12-31 22:59:41,2.04
2019-12-31 22:56:36,1.38
2019-12-31 22:51:55,1.94
2019-12-31 22:49:58,1.67
2019-12-31 22:48:08,1.89
2019-12-31 22:44:09,1.87
2019-12-31 22:36:22,2.22
2019-12-31 22:25:17,1.93
2019-12-31 22:18:14,2.25
2019-12-31 22:16:03,2.1
2019-12-31 22:09:33,2.34
2019-12-31 22:00:47,2.35
2019-12-31 21:58:26,1.98
2019-12-31 21:57:04,2.44
2019-12-31 21:55:28,2.79
2019-12-31 21:53:44,2.15
2019-12-31 21:45:30,2.24
2019-12-31 21:32:31,2.71
2019-12-31 21:29:34,1.77
2019-12-31 21:28:43,1.76
2019-12-31 21:26:58,1.78
2019-12-31 21:25:09,2.32
2019-12-31 21:21:27,2.08
2019-12-31 21:20:17,2.6
2019-12-31 21:11:50,1.95
2019-12-31 21:11:07,1.95
2019-12-31 21:06:34,1.9
2019-12-31 21:03:43,2.06
2019-12-31 21:01:30,1.46
2019-12-31 20:44:45,2.27
2019-12-31 20:38:00,2.8
2019-12-31 20:34:58,1.91
2019-12-31 20:33:28,1.7
2019-12-31 20:32:02,1.78
2019-12-31 20:30:09,2.25
2019-12-31 20:28:19,1.48
2019-12-31 20:25:06,1.92
2019-12-31 20:20:01,1.77
2019-12-31 20:18:15,1.99
2019-12-31 20:15:30,2.03
2019-12-31 20:12:32,2.02
2019-12-31 20:09:20,1.64
2019-12-31 20:05:36,1.84
2019-12-31 20:05:09,1.81
2019-12-31 19:59:40,1.9
2019-12-31 19:54:01,2.19
2019-12-31 19:53:33,1.51
2019-12-31 19:48:57,1.73
2019-12-31 19:47:12,2.05
2019-12-31 19:38:39,2.45
2019-12-31 19:37:09,1.52
2019-12-31 19:29:30,1.69
2019-12-31 19:27:32,1.58
2019-12-31 19:25:49,1.96
2019-12-31 19:24:42,2.46
2019-12-31 19:22:31,1.8
2019-12-31 19:19:36,1.48
2019-12-31 19:19:18,1.5
2019-12-31 19:18:53,1.88
2019-12-31 19:17:13,2.83
2019-12-31 19:15:32,1.7
2019-12-31 19:15:03,1.62
2019-12-31 19:14:33,1.73
2019-12-31 19:13:37,1.63
2019-12-31 19:12:55,1.85
2019-12-31 19:12:16,1.85
2019-12-31 19:11:32,1.89
2019-12-31 19:11:15,1.51
2019-12-31 19:07:42,4.2
2019-12-31 19:04:12,2.67
2019-12-31 18:53:54,2.22
2019-12-31 18:40:03,2.28
2019-12-31 18:31:41,1.59
2019-12-31 18:23:22,1.67
2019-12-31 18:11:31,3.1
2019-12-31 18:06:36,1.84
2019-12-31 18:04:19,1.52
2019-12-31 18:02:56,3.22
2019-12-31 17:59:28,1.37
2019-12-31 17:57:06,1.43
2019-12-31 17:49:57,2.16
2019-12-31 17:48:44,1.75
2019-12-31 17:34:33,2.92
2019-12-31 17:28:40,1.39
2019-12-31 17:17:01,1.65
2019-12-31 16:50:11,2.2
2019-12-31 16:48:29,1.54
2019-12-31 16:47:27,1.67
2019-12-31 16:45:35,2.63
2019-12-31 16:33:42,2.21
2019-12-31 16:25:28,2.41
2019-12-31 15:50:18,2.26
2019-12-31 15:40:30,2.37
2019-12-31 14:45:44,1.99
2019-12-31 14:43:54,1.88
2019-12-31 14:34:30,2.02
2019-12-31 14:33:21,2.08
2019-12-31 14:07:40,1.58
2019-12-31 14:05:37,1.29
2019-12-31 14:04:13,2.41
2019-12-31 13:54:52,1.71
2019-12-31 13:54:09,1.96
2019-12-31 13:42:16,1.8
2019-12-31 13:34:01,2.63
2019-12-31 13:32:23,1.79
2019-12-31 13:14:08,1.64
2019-12-31 13:11:45,1.92
2019-12-31 13:04:28,2.67
2019-12-31 13:02:53,2.19
2019-12-31 13:01:36,1.71
2019-12-31 12:47:14,1.73
2019-12-31 12:44:36,2.83
2019-12-31 12:34:54,2.14
2019-12-31 12:32:30,2.64
2019-12-31 12:31:54,1.88
2019-12-31 12:24:10,1.7
2019-12-31 12:22:04,2.13
2019-12-31 12:16:47,2.61
2019-12-31 12:12:52,1.59
2019-12-31 12:09:34,1.76
2019-12-31 12:03:02,1.38
2019-12-31 11:59:10,3.37
2019-12-31 11:40:32,1.57
2019-12-31 11:25:58,1.81
2019-12-31 11:00:01,1.85
2019-12-31 10:57:03,2.02
2019-12-31 10:28:26,2.35
2019-12-31 10:28:00,1.47
2019-12-31 10:26:22,0.88
2019-12-31 10:25:49,1.29
2019-12-31 10:23:35,1.66
2019-12-31 10:07:10,1.95
2019-12-31 10:00:04,1.81
2019-12-31 09:45:16,2.13
2019-12-31 09:37:11,2.02
2019-12-31 09:34:03,1.96
2019-12-31 09:05:28,1.74
2019-12-31 09:01:57,2.33
2019-12-31 08:15:29,2.31
2019-12-31 08:08:42,2.22
2019-12-31 08:05:48,1.67
2019-12-31 07:53:17,1.72
2019-12-31 07:51:12,1.55
2019-12-31 07:43:40,1.75
2019-12-31 07:22:49,2.27
2019-12-31 07:17:06,1.75
2019-12-31 07:15:47,2.16
2019-12-31 07:14:02,1.55
2019-12-31 07:13:15,2.33
2019-12-31 07:10:37,2.02
2019-12-31 07:09:55,1.54
2019-12-31 07:07:43,2.19
2019-12-31 07:06:47,2.04
2019-12-31 07:03:44,3.45
2019-12-31 07:01:34,1.94
2019-12-31 06:31:45,2.04
2019-12-31 06:15:07,1.68
2019-12-31 06:13:44,1.93
2019-12-31 06:02:47,1.62
2019-12-31 05:51:23,2.18
2019-12-31 05:50:01,2.06
2019-12-31 05:39:37,1.35
2019-12-31 05:37:25,1.43
2019-12-31 05:32:40,1.74
2019-12-31 05:16:13,1.82
2019-12-31 04:58:21,1.7
2019-12-31 04:40:58,1.55
2019-12-31 04:37:10,2.22
2019-12-31 04:27:30,2.94
2019-12-31 04:25:11,1.62
2019-12-31 04:19:28,1.79
2019-12-31 04:19:01,1.66
2019-12-31 04:00:20,1.97
2019-12-31 03:53:23,1.32
2019-12-31 03:50:25,1.76
2019-12-31 03:42:59,1.9
2019-12-31 03:42:10,1.57
2019-12-31 03:37:04,2.18
2019-12-31 03:35:21,1.95
2019-12-31 03:33:58,2.06
2019-12-31 03:31:30,1.61
2019-12-31 03:24:26,1.38
2019-12-31 03:22:11,1.67
2019-12-31 03:20:13,1.92
2019-12-31 03:03:24,2.07
2019-12-31 03:01:33,1.11
2019-12-31 02:43:02,2.11
2019-12-31 02:42:21,1.81
2019-12-31 02:27:34,1.61
2019-12-31 02:21:18,1.75
2019-12-31 02:08:36,1.94
2019-12-31 02:05:16,1.78
2019-12-31 02:02:53,1.75
2019-12-31 01:58:49,2.69
2019-12-31 01:50:51,2.17
2019-12-31 01:48:28,1.6
2019-12-31 01:46:24,2.09
2019-12-31 01:40:27,1.94
2019-12-31 01:37:50,2.13
2019-12-31 01:34:28,1.79
2019-12-31 01:33:07,1.52
2019-12-31 01:30:32,2.01
2019-12-31 01:24:39,3
2019-12-31 01:14:46,1.87
2019-12-31 01:08:51,2.79
2019-12-31 01:06:26,1.65
2019-12-31 00:44:11,2.08
2019-12-31 00:19:03,2.17
2019-12-31 00:06:05,2.48
2019-12-30 23:47:24,2.31
2019-12-30 23:44:10,1.87
2019-12-30 23:40:58,1.55
2019-12-30 23:34:38,1.66
2019-12-30 23:31:07,2.48
